Date,Description,Amount,Category
2025-05-04,Netflix Subscription,490.22,Subscriptions
2025-09-10,House Leasing,151.13,Rent
2026-01-08,KFC,9.3,Food
2025-04-30,Steam Games,463.67,Entertainment
2025-04-14,K-Electric,10.98,Utilities
2025-10-26,Panadol,249.13,Health
2025-09-11,Agha Khan Hospital,208.62,Health
2025-12-23,Cinema,135.75,Entertainment
2025-10-04,KFC,209.35,Food
2025-09-03,Imtiaz Super Market,170.73,Shopping
2025-10-11,Train Ticket,467.32,Travel
2025-07-08,Petrol,328.5,Transport
2025-11-05,PIA Ticket,308.07,Travel
2025-05-31,InDrive,96.09,Transport
2025-05-20,PIA Ticket,404.18,Travel
2025-10-09,PSO Pump,290.55,Transport
2025-03-25,Doctor Clinic,391.33,Health
2025-05-30,Walmart,318.39,Shopping
2025-12-07,Apartment Rent,97.57,Rent
2025-05-07,InDrive,104.44,Transport
2025-10-20,Sui Gas,289.53,Utilities
2025-04-07,Emirates Airline,196.06,Travel
2025-08-28,Grocery,105.23,Shopping
2025-12-13,Cinema,446.27,Entertainment
2025-09-03,Hostel Dues,262.68,Rent
2025-09-01,Imtiaz Super Market,217.66,Shopping
2025-06-19,Concert Ticket,489.77,Entertainment
2025-09-18,InDrive,304.23,Transport
2026-02-10,Pharmacy,449.11,Health
2026-03-13,Train Ticket,31.43,Travel
2025-10-16,Panadol,214.03,Health
2026-01-27,K-Electric,66.26,Utilities
2025-05-27,Netflix Subscription,470.05,Subscriptions
2026-01-16,House Leasing,362.23,Rent
2025-04-14,Water Bill,155.14,Utilities
2025-11-30,House Leasing,466.94,Rent
2025-05-03,Concert Ticket,18.14,Entertainment
2025-11-17,Doctor Clinic,215.51,Health
2025-10-16,Petrol,115.56,Transport
2025-10-06,Apartment Rent,281.58,Rent
2025-03-23,Electric Bill,463.14,Utilities
2025-12-25,Gym Membership,369.24,Subscriptions
2026-02-01,Apartment Rent,226.51,Rent
2025-12-23,Hostel Dues,357.16,Rent
2025-12-07,Gym Membership,75.5,Subscriptions
2025-07-10,Spotify Premium,236.94,Subscriptions
2025-10-22,Restaurant,100.02,Food
2025-05-21,Emirates Airline,457.66,Travel
2025-07-06,Daraz,365.59,Shopping
2025-07-21,Hotel Booking,316.58,Travel
2025-04-20,Gym Membership,466.78,Subscriptions
2025-05-09,Pharmacy,106.12,Health
2026-01-19,Train Ticket,291.23,Travel
2025-12-30,Spotify Premium,363.64,Subscriptions
2025-10-16,Bus Ticket,248.28,Transport
2025-06-17,Grocery,333.83,Shopping
2026-01-23,Hostel Dues,155.79,Rent
2025-04-25,Hotel Booking,37.42,Travel
2025-06-27,Apartment Rent,277.06,Rent
2025-08-25,Emirates Airline,17.09,Travel
2025-05-01,Cloud Storage,349.6,Subscriptions
2025-09-13,PTCL Internet,195.14,Utilities
2025-11-09,Netflix Subscription,244.91,Subscriptions
2026-02-02,Agha Khan Hospital,465.34,Health
2025-08-16,Foodpanda,104.23,Food
2026-03-08,Train Ticket,406.14,Travel
2025-08-20,Hostel Dues,208.94,Rent
2026-02-14,Shell Oil,139.92,Transport
2025-05-30,Restaurant,473.1,Food
2025-04-29,House Leasing,323.17,Rent
2025-09-28,Careem,326.73,Transport
2025-08-02,Cafe,390.64,Food
2025-12-09,PIA Ticket,445.73,Travel
2026-03-10,Panadol,8.13,Health
2025-06-08,Cinema,386.53,Entertainment
2025-05-31,InDrive,497.94,Transport
2025-12-14,Water Bill,297.92,Utilities
2025-07-26,K-Electric,303.12,Utilities
2025-12-23,Starbucks,386.69,Food
2025-07-07,Apartment Rent,335.71,Rent
2026-03-17,Sui Gas,382.09,Utilities
2025-03-25,Foodpanda,486.42,Food
2025-12-03,Daraz,184.13,Shopping
2026-02-28,Electric Bill,169.68,Utilities
2025-10-31,Electric Bill,193.29,Utilities
2025-11-10,Nueplex,169.42,Entertainment
2026-02-03,Gym Membership,498.41,Subscriptions
2025-12-01,Nueplex,90.78,Entertainment
2025-07-10,Apartment Rent,313.26,Rent
2025-08-31,Concert Ticket,450.21,Entertainment
2026-01-21,Eid Clothes,313.97,Shopping
2025-09-10,PTCL Internet,257.82,Utilities
2025-10-04,Panadol,187.47,Health
2025-08-19,PIA Ticket,471.28,Travel
2026-03-12,Concert Ticket,422.86,Entertainment
2025-07-06,Netflix Subscription,43.28,Subscriptions
2025-07-18,Panadol,187.8,Health
2025-04-01,Steam Games,188.02,Entertainment
2026-02-03,Concert Ticket,165.62,Entertainment
2025-10-05,PTCL Internet,214.49,Utilities
2026-02-20,Cinema,75.39,Entertainment
2025-06-20,Agha Khan Hospital,333.55,Health
2025-10-14,Restaurant,132.78,Food
2026-01-09,Doctor Clinic,145.3,Health
2025-12-19,Steam Games,374.26,Entertainment
2025-12-19,Cinema,152.24,Entertainment
2026-01-27,Gym Membership,411.37,Subscriptions
2025-09-20,Petrol,258.05,Transport
2026-01-03,KFC,376.32,Food
2026-03-13,Eid Clothes,298.99,Shopping
2025-04-23,Steam Games,275.0,Entertainment
2025-07-11,Starbucks,256.05,Food
2026-02-21,Gym Membership,482.23,Subscriptions
2025-07-03,Steam Games,473.15,Entertainment
2025-11-29,Electric Bill,186.56,Utilities
2025-09-18,Daraz,466.17,Shopping
2025-12-18,Daraz,199.12,Shopping
2025-10-21,Uber Ride,423.87,Transport
2026-01-03,Doctor Clinic,49.92,Health
2025-10-11,Eid Clothes,173.77,Shopping
2026-03-16,Careem,398.59,Transport
2025-05-29,Cloud Storage,12.76,Subscriptions
2025-08-02,Electric Bill,287.32,Utilities
2025-06-12,Concert Ticket,59.51,Entertainment
2025-04-14,Cinema,411.97,Entertainment
2025-03-26,Bus Ticket,259.14,Transport
2025-07-10,Restaurant,113.69,Food
2025-09-11,Medical Store,181.4,Health
2026-03-15,Hotel Booking,289.77,Travel
2025-07-15,McDonalds,61.78,Food
2025-04-18,Doctor Clinic,448.3,Health
2026-01-02,Eid Clothes,58.83,Shopping
2025-08-16,Foodpanda,132.95,Food
2025-10-18,Medical Store,240.43,Health
2025-08-10,Emirates Airline,307.19,Travel
2025-08-06,Concert Ticket,81.45,Entertainment
2025-09-18,Netflix Subscription,196.72,Subscriptions
2025-05-08,Shell Oil,314.26,Transport
2025-06-12,Apartment Rent,241.84,Rent
2025-03-30,Petrol,161.75,Transport
2025-09-04,Spotify Premium,95.38,Subscriptions
2026-01-16,PIA Ticket,299.17,Travel
2026-01-22,Steam Games,101.05,Entertainment
2025-11-16,House Leasing,70.48,Rent
2025-09-19,Walmart,328.52,Shopping
2025-10-10,House Leasing,75.27,Rent
2025-03-29,Target,399.23,Shopping
2025-04-23,Hostel Dues,112.17,Rent
2025-06-16,Cinema,54.51,Entertainment
2026-02-23,PIA Ticket,360.51,Travel
2026-02-13,Daraz,69.17,Shopping
2025-05-11,Sambosa,241.54,Food
2025-11-26,Cinema,91.62,Entertainment
2026-01-11,Panadol,13.35,Health
2026-03-01,Spotify Premium,248.71,Subscriptions
2025-05-29,Cinema,286.02,Entertainment
2025-07-01,Sui Gas,114.37,Utilities
2025-10-26,Apartment Rent,114.38,Rent
2025-09-04,KFC,188.6,Food
2025-04-14,Cloud Storage,367.88,Subscriptions
2026-01-06,PSO Pump,35.15,Transport
2025-05-01,Emirates Airline,358.56,Travel
2025-06-08,Agha Khan Hospital,45.53,Health
2026-01-28,Hotel Booking,44.52,Travel
2025-10-23,Gym Membership,352.5,Subscriptions
2025-04-04,Sui Gas,173.19,Utilities
2026-01-28,PIA Ticket,171.11,Travel
2025-04-12,Sui Gas,149.99,Utilities
2025-08-25,Hostel Dues,318.89,Rent
2025-04-13,Cafe,441.68,Food
2025-09-11,Steam Games,340.01,Entertainment
2025-06-21,Emirates Airline,159.36,Travel
2025-05-05,Electric Bill,452.2,Utilities
2025-06-02,Cinema,352.96,Entertainment
2026-02-19,Pharmacy,456.99,Health
2025-09-16,Agha Khan Hospital,366.17,Health
2025-04-06,Water Bill,389.07,Utilities
2025-11-29,Electric Bill,188.3,Utilities
2025-12-06,Restaurant,250.73,Food
2025-10-30,Uber Ride,141.41,Transport
2025-10-06,Spotify Premium,310.95,Subscriptions
2026-02-09,Steam Games,392.99,Entertainment
2025-05-21,Panadol,206.91,Health
2025-12-29,Bus Ticket,171.92,Transport
2025-06-03,Target,302.8,Shopping
2026-01-02,Biryani,184.88,Food
2025-10-23,Amazon,283.0,Shopping
2025-10-28,Medical Store,40.28,Health
2025-08-28,Concert Ticket,372.78,Entertainment
2025-12-28,Emirates Airline,25.8,Travel
2025-05-12,InDrive,442.31,Transport
2025-04-01,Hostel Dues,156.93,Rent
2025-04-19,Uber Ride,282.03,Transport
2025-05-02,Hotel Booking,88.01,Travel
2025-07-14,Cloud Storage,373.93,Subscriptions
2025-05-03,Steam Games,306.0,Entertainment
2025-07-28,Apartment Rent,192.01,Rent
2025-09-01,Daraz,149.73,Shopping
2025-08-12,Water Bill,327.53,Utilities
2025-11-14,Hostel Dues,101.53,Rent
2025-06-26,Petrol,194.97,Transport
2025-06-21,Petrol,44.36,Transport
2025-03-21,Sui Gas,293.88,Utilities
2025-12-25,PTCL Internet,234.87,Utilities
2025-04-29,Apartment Rent,78.94,Rent
2025-10-14,InDrive,183.32,Transport
2026-01-02,Panadol,55.99,Health
2026-01-10,Emirates Airline,180.73,Travel
2025-09-19,Hotel Booking,288.27,Travel
2025-03-27,Emirates Airline,253.28,Travel
2026-01-08,Netflix Subscription,167.92,Subscriptions
2025-10-16,Electric Bill,57.05,Utilities
2025-09-26,Grocery,415.48,Shopping
2025-10-12,House Leasing,53.68,Rent
2025-12-21,Apartment Rent,347.21,Rent
2025-06-08,Sui Gas,290.55,Utilities
2026-01-05,Grocery,93.9,Shopping
2026-01-14,Electric Bill,454.43,Utilities
2025-04-21,Hotel Booking,315.62,Travel
2026-03-13,Medical Store,129.77,Health
2025-07-29,Hotel Booking,200.29,Travel
2025-09-06,Medical Store,371.59,Health
2025-08-15,Restaurant,226.36,Food
2025-10-01,KFC,400.5,Food
2026-01-03,Chai,425.84,Food
2025-04-04,Hotel Booking,236.96,Travel
2025-07-02,Biryani,178.51,Food
2025-08-13,House Leasing,459.7,Rent
2025-07-19,Agha Khan Hospital,173.67,Health
2025-05-30,Doctor Clinic,22.83,Health
2026-01-02,Careem,148.67,Transport
2026-03-14,Agha Khan Hospital,110.19,Health
2025-04-16,Medical Store,276.56,Health
2025-09-28,Hotel Booking,384.44,Travel
2025-08-19,Bykea,116.8,Transport
2026-03-12,Concert Ticket,175.26,Entertainment
2025-11-17,InDrive,322.8,Transport
2025-06-03,Biryani,275.03,Food
2025-10-26,Electric Bill,46.26,Utilities
2025-12-21,Nueplex,31.96,Entertainment
2025-09-24,Steam Games,375.22,Entertainment
2025-12-07,Shell Oil,365.83,Transport
2025-04-02,Water Bill,308.02,Utilities
2025-04-21,Sui Gas,443.9,Utilities
2025-12-21,K-Electric,350.33,Utilities
2025-09-19,House Leasing,35.63,Rent
2026-01-09,Biryani,185.68,Food
2025-07-29,Medical Store,431.29,Health
2025-08-11,Hostel Dues,203.9,Rent
2025-11-09,Water Bill,321.13,Utilities
2025-09-10,Train Ticket,114.73,Travel
2026-01-05,Concert Ticket,199.98,Entertainment
2025-09-28,Nueplex,416.58,Entertainment
2025-07-14,Concert Ticket,406.86,Entertainment
2025-07-13,House Leasing,256.84,Rent
2025-07-14,Cinema,449.86,Entertainment
2025-12-29,Cinema,460.95,Entertainment
2025-05-30,Imtiaz Super Market,462.96,Shopping
2025-09-24,Hostel Dues,226.75,Rent
2025-06-10,PIA Ticket,9.15,Travel
2025-06-03,Water Bill,395.43,Utilities
2025-07-30,PIA Ticket,391.57,Travel
2026-03-14,Medical Store,194.98,Health
2025-12-19,Emirates Airline,186.55,Travel
2025-05-30,Cinema,274.39,Entertainment
2025-05-16,House Leasing,36.76,Rent
2026-03-08,House Leasing,5.53,Rent
2025-09-17,House Leasing,383.97,Rent
2026-01-12,Daraz,230.36,Shopping
2025-06-05,Starbucks,493.07,Food
2025-11-16,Petrol,273.95,Transport
2026-01-31,KFC,304.72,Food
2025-11-13,PTCL Internet,213.22,Utilities
2025-12-17,Hostel Dues,370.79,Rent
2025-09-24,Eid Clothes,296.5,Shopping
2025-12-29,Careem,138.98,Transport
2025-11-17,Biryani,396.41,Food
2026-01-18,Amazon,199.45,Shopping
2025-10-16,Apartment Rent,440.07,Rent
2025-05-08,Cafe,9.11,Food
2025-03-27,Amazon,169.97,Shopping
2025-07-31,Cloud Storage,60.68,Subscriptions
2025-12-13,K-Electric,6.57,Utilities
2025-10-31,Apartment Rent,174.3,Rent
2025-10-30,Bazaar,478.86,Shopping
2025-03-27,Emirates Airline,427.39,Travel
2025-11-30,House Leasing,14.76,Rent
2026-02-14,Water Bill,89.44,Utilities
2025-07-02,Cloud Storage,52.29,Subscriptions
2025-08-22,Sambosa,77.03,Food
2025-04-16,Hostel Dues,57.79,Rent
2025-09-18,Sui Gas,129.98,Utilities
2025-10-23,Imtiaz Super Market,35.41,Shopping
2025-06-22,PTCL Internet,297.42,Utilities
2026-01-19,Chai,99.77,Food
2026-02-05,Imtiaz Super Market,13.37,Shopping
2025-06-01,Cinema,494.6,Entertainment
2025-04-08,Petrol,384.1,Transport
2025-06-09,Foodpanda,195.73,Food
2025-12-30,Hostel Dues,201.89,Rent
2025-08-25,Petrol,344.08,Transport
2025-03-25,House Leasing,455.37,Rent
2025-12-15,Daraz,45.05,Shopping
2025-04-27,Apartment Rent,44.82,Rent
2025-06-17,Netflix Subscription,106.92,Subscriptions
2025-07-02,Restaurant,448.67,Food
2025-07-27,Amazon,18.1,Shopping
2025-08-26,PTCL Internet,142.01,Utilities
2025-12-01,Concert Ticket,150.42,Entertainment
2025-07-09,Careem,470.13,Transport
2025-12-23,Electric Bill,97.42,Utilities
2025-04-23,Panadol,307.39,Health
2026-01-03,Apartment Rent,438.19,Rent
2025-11-13,Apartment Rent,163.78,Rent
2026-02-06,Doctor Clinic,256.7,Health
2025-08-31,Careem,491.31,Transport
2026-01-11,Train Ticket,402.57,Travel
2025-06-24,PIA Ticket,236.96,Travel
2025-04-27,Agha Khan Hospital,134.16,Health
2025-12-20,Panadol,330.33,Health
2025-08-10,Steam Games,480.13,Entertainment
2025-04-23,Starbucks,406.73,Food
2025-04-10,Uber Ride,65.48,Transport
2025-07-17,KFC,144.1,Food
2026-02-14,Walmart,151.01,Shopping
2025-04-17,Spotify Premium,433.52,Subscriptions
2025-04-06,Spotify Premium,18.8,Subscriptions
2025-07-31,Gym Membership,327.95,Subscriptions
2025-03-30,Emirates Airline,428.13,Travel
2026-02-11,Cloud Storage,125.13,Subscriptions
2025-12-02,Apartment Rent,354.44,Rent
2025-10-09,Panadol,338.23,Health
2025-06-10,Hostel Dues,224.57,Rent
2026-01-09,Spotify Premium,345.68,Subscriptions
2026-03-06,PTCL Internet,227.89,Utilities
2025-07-22,Shell Oil,414.22,Transport
2025-05-07,House Leasing,296.77,Rent
2026-01-14,Cloud Storage,367.64,Subscriptions
2025-08-09,PIA Ticket,12.96,Travel
2026-01-03,Bus Ticket,120.16,Transport
2025-12-24,Apartment Rent,304.73,Rent
2025-09-11,Eid Clothes,21.16,Shopping
2025-04-18,House Leasing,221.43,Rent
2025-12-02,Panadol,49.83,Health
2025-11-11,Starbucks,482.83,Food
2025-08-28,Netflix Subscription,140.54,Subscriptions
2025-10-08,Water Bill,192.93,Utilities
2026-02-28,House Leasing,398.6,Rent
2025-03-21,Medical Store,156.49,Health
2025-09-03,Apartment Rent,141.65,Rent
2026-03-01,Gym Membership,409.23,Subscriptions
2025-05-01,Emirates Airline,489.98,Travel
2025-04-14,Target,215.34,Shopping
2026-01-06,Apartment Rent,333.6,Rent
2025-04-20,Petrol,142.19,Transport
2026-01-07,PTCL Internet,209.86,Utilities
2025-07-31,Imtiaz Super Market,377.2,Shopping
2025-06-27,Foodpanda,157.09,Food
2025-12-12,Doctor Clinic,358.57,Health
2025-07-13,PTCL Internet,252.0,Utilities
2026-01-07,KFC,17.92,Food
2025-03-29,Grocery,430.23,Shopping
2025-12-15,Hostel Dues,50.78,Rent
2025-04-18,Hotel Booking,237.38,Travel
2026-03-12,Water Bill,350.59,Utilities
2025-05-02,Water Bill,204.12,Utilities
2025-05-26,Apartment Rent,326.35,Rent
2025-07-03,Panadol,94.96,Health
2025-09-20,Biryani,125.39,Food
2025-10-31,Hostel Dues,280.56,Rent
2026-03-06,Petrol,298.41,Transport
2025-09-18,Eid Clothes,17.06,Shopping
2025-05-28,Sambosa,137.12,Food
2025-08-18,Target,61.21,Shopping
2025-10-01,McDonalds,282.43,Food
2025-09-13,Steam Games,149.32,Entertainment
2025-03-29,Shell Oil,488.39,Transport
2025-12-03,Panadol,459.48,Health
2025-04-18,Cafe,433.77,Food
2025-10-08,Biryani,409.11,Food
2025-07-03,Starbucks,281.06,Food
2025-08-14,Shell Oil,179.58,Transport
2025-04-25,Concert Ticket,8.32,Entertainment
2025-08-31,Sambosa,207.11,Food
2026-03-08,Panadol,196.4,Health
2025-09-17,Nueplex,493.58,Entertainment
2025-08-05,Doctor Clinic,492.85,Health
2025-11-01,Hotel Booking,142.18,Travel
2025-05-12,Starbucks,47.87,Food
2025-06-04,House Leasing,360.37,Rent
2025-05-16,Cinema,9.41,Entertainment
2026-02-07,Apartment Rent,265.65,Rent
2025-07-04,Cinema,365.28,Entertainment
2025-10-16,Hotel Booking,496.8,Travel
2026-02-05,Petrol,387.5,Transport
2025-05-19,Train Ticket,6.78,Travel
2025-04-22,Foodpanda,444.29,Food
2026-02-15,Bus Ticket,143.44,Transport
2026-02-08,Cloud Storage,382.79,Subscriptions
2025-09-01,Train Ticket,171.69,Travel
2025-08-08,PTCL Internet,84.97,Utilities
2025-10-13,House Leasing,375.87,Rent
2026-03-05,Apartment Rent,466.31,Rent
2025-10-13,Hostel Dues,297.16,Rent
2025-04-13,Water Bill,52.29,Utilities
2025-10-04,Panadol,437.9,Health
2026-01-23,Panadol,98.95,Health
2025-10-09,Spotify Premium,426.99,Subscriptions
2025-04-22,PSO Pump,50.07,Transport
2025-12-09,K-Electric,352.95,Utilities
2025-12-11,Apartment Rent,183.7,Rent
2025-12-19,Bazaar,415.45,Shopping
2025-07-07,Doctor Clinic,340.72,Health
2025-04-29,House Leasing,289.71,Rent
2025-06-29,Electric Bill,144.41,Utilities
2025-08-14,House Leasing,247.03,Rent
2025-10-27,Emirates Airline,423.88,Travel
2026-01-29,Hostel Dues,185.27,Rent
2025-04-28,Doctor Clinic,392.49,Health
2025-09-28,Netflix Subscription,88.47,Subscriptions
2025-06-20,Apartment Rent,50.82,Rent
2025-10-03,PSO Pump,320.35,Transport
2025-11-28,Medical Store,333.35,Health
2025-03-25,Bykea,88.96,Transport
2025-11-28,PTCL Internet,133.73,Utilities
2025-09-15,PSO Pump,345.72,Transport
2025-08-21,Hotel Booking,119.06,Travel
2025-09-06,Spotify Premium,294.22,Subscriptions
2025-04-15,PSO Pump,147.63,Transport
2025-09-12,Electric Bill,29.27,Utilities
2025-12-12,Bus Ticket,282.73,Transport
2026-03-02,Cinema,489.67,Entertainment
2026-03-18,K-Electric,441.83,Utilities
2025-08-14,Daraz,350.29,Shopping
2025-12-30,Doctor Clinic,434.43,Health
2025-12-16,Sambosa,118.76,Food
2025-04-24,Hotel Booking,411.49,Travel
2025-10-15,Water Bill,62.42,Utilities
2025-09-13,Electric Bill,258.0,Utilities
2025-09-16,PIA Ticket,18.39,Travel
2025-12-13,Train Ticket,337.38,Travel
2026-03-04,PIA Ticket,235.3,Travel
2026-02-02,Medical Store,28.01,Health
2025-08-14,Hotel Booking,237.2,Travel
2026-03-13,Hostel Dues,392.6,Rent
2025-03-31,Hostel Dues,379.75,Rent
2025-07-21,Biryani,274.62,Food
2025-11-18,Panadol,73.54,Health
2025-08-07,KFC,206.49,Food
2026-02-25,Eid Clothes,407.57,Shopping
2026-01-02,Concert Ticket,457.44,Entertainment
2025-09-06,House Leasing,434.83,Rent
2025-12-07,Medical Store,328.48,Health
2025-03-27,Panadol,38.14,Health
2025-10-29,Shell Oil,396.65,Transport
2025-06-24,Cloud Storage,139.79,Subscriptions
2025-12-06,Grocery,248.4,Shopping
2025-10-05,Cloud Storage,84.66,Subscriptions
2025-04-07,Netflix Subscription,289.52,Subscriptions
2025-09-02,Walmart,213.55,Shopping
2025-10-20,Gym Membership,360.02,Subscriptions
2025-12-20,Walmart,219.71,Shopping
2026-03-19,PIA Ticket,76.63,Travel
2025-06-15,Agha Khan Hospital,149.21,Health
2025-11-05,Emirates Airline,455.77,Travel
2025-09-26,Cloud Storage,119.87,Subscriptions
2025-07-05,Cinema,105.6,Entertainment
2025-09-24,Biryani,201.37,Food
2025-11-04,Concert Ticket,354.04,Entertainment
2026-02-28,Nueplex,457.52,Entertainment
2026-01-13,PSO Pump,450.3,Transport
2025-05-14,Cloud Storage,199.44,Subscriptions
2025-09-30,K-Electric,236.09,Utilities
2025-12-15,Uber Ride,321.77,Transport
2025-03-28,Netflix Subscription,5.72,Subscriptions
2025-11-06,Petrol,259.55,Transport
2026-02-24,McDonalds,395.47,Food
2026-02-03,K-Electric,17.28,Utilities
2025-11-02,Steam Games,478.96,Entertainment
2025-12-22,Petrol,359.91,Transport
2025-06-10,Target,310.11,Shopping
2025-07-31,K-Electric,458.71,Utilities
2025-09-19,Steam Games,268.15,Entertainment
2025-04-11,Water Bill,491.62,Utilities
2026-01-08,House Leasing,211.67,Rent
2025-11-04,Shell Oil,454.57,Transport
2025-05-26,Imtiaz Super Market,35.24,Shopping
2025-07-08,Nueplex,17.57,Entertainment
2026-01-31,Amazon,283.94,Shopping
2025-04-10,Starbucks,387.77,Food
2025-07-25,Amazon,448.94,Shopping
2026-01-27,Water Bill,321.74,Utilities
2025-09-09,Netflix Subscription,340.87,Subscriptions
2025-08-19,Netflix Subscription,399.35,Subscriptions
2026-02-28,Hotel Booking,380.53,Travel
2026-03-20,Gym Membership,255.11,Subscriptions
2025-10-06,Doctor Clinic,496.57,Health
2025-10-02,Train Ticket,193.58,Travel
2025-10-22,Panadol,290.42,Health
2025-08-01,Eid Clothes,123.88,Shopping
2025-08-29,Hostel Dues,342.5,Rent
2025-09-06,Train Ticket,395.31,Travel
2025-09-29,Netflix Subscription,402.62,Subscriptions
2025-07-29,Petrol,160.96,Transport
2026-02-09,Uber Ride,336.63,Transport
2025-10-16,Pharmacy,312.8,Health
2025-07-02,Daraz,52.07,Shopping
2025-05-08,Nueplex,57.85,Entertainment
2025-03-26,House Leasing,430.06,Rent
2025-06-18,Spotify Premium,151.69,Subscriptions
2025-07-04,PTCL Internet,305.0,Utilities
2025-05-10,Emirates Airline,316.49,Travel
2025-05-22,Cloud Storage,406.53,Subscriptions
2025-12-11,Imtiaz Super Market,272.22,Shopping
2025-05-31,Eid Clothes,140.93,Shopping
2025-03-31,Hostel Dues,43.31,Rent
2025-05-05,Hotel Booking,237.6,Travel
2025-10-01,Hotel Booking,10.42,Travel
2025-07-08,Doctor Clinic,428.88,Health
2026-03-18,Chai,42.7,Food
2025-05-01,PIA Ticket,19.82,Travel
2025-09-17,Foodpanda,20.33,Food
2026-01-12,KFC,38.34,Food
2026-03-16,Apartment Rent,304.11,Rent
2025-10-16,Apartment Rent,65.96,Rent
2025-04-03,Walmart,218.44,Shopping
2025-06-14,Gym Membership,327.85,Subscriptions
2025-04-28,Panadol,74.0,Health
2025-11-06,Bus Ticket,25.31,Transport
2025-05-08,Water Bill,88.26,Utilities
2025-05-09,Hotel Booking,225.19,Travel
2026-03-20,Medical Store,399.8,Health
2025-05-14,K-Electric,90.77,Utilities
2025-09-16,Emirates Airline,367.42,Travel
2025-07-14,Hotel Booking,69.22,Travel
2025-12-21,PIA Ticket,268.86,Travel
2025-07-24,Doctor Clinic,124.48,Health
2025-12-31,Emirates Airline,62.94,Travel
2025-11-08,Agha Khan Hospital,9.86,Health
2025-09-06,Gym Membership,191.88,Subscriptions
2025-07-26,Nueplex,47.73,Entertainment
2026-02-05,Train Ticket,391.01,Travel
2025-07-23,Bykea,303.07,Transport
2025-07-21,Electric Bill,126.49,Utilities
2025-07-03,Chai,178.97,Food
2025-06-06,Grocery,72.18,Shopping
2025-09-30,Doctor Clinic,428.3,Health
2026-03-20,House Leasing,79.48,Rent
2025-05-07,Water Bill,294.55,Utilities
2025-04-04,Doctor Clinic,181.94,Health
2025-05-21,Chai,404.73,Food
2026-03-01,Sui Gas,126.14,Utilities
